Sole,Bench,BrdJ,PosSpec,Agil,Dash,Devl,RawGrd,Run_Blocking,Pass_Blocking,Blocking_Strength,Power_Inside,Third_Down_Runs,Hole_Recognition,Blitz_Pickup,Avoid_Drops,Route_Running,Third_Down_Receiving,Endurance,Special_Teams,SoleZ,BenchZ,BrdJZ,PosSpecZ,AgilZ,DashZ,DevlZ,RawGrdZ,Run_BlockingZ,Pass_BlockingZ,Blocking_StrengthZ,Power_InsideZ,Third_Down_RunsZ,Hole_RecognitionZ,Blitz_PickupZ,Avoid_DropsZ,Route_RunningZ,Third_Down_ReceivingZ,EnduranceZ,Special_TeamsZ,PeakCur,PeakCurZ,Ability,Draftable
13,20,107,22,750,478,57,39,36,0,1,18,19,1,9,11,4,36,15,25,-1.54782608695652,0.0512820512820511,0.611439842209072,-0.186418109187749,0.402010050251257,0.384615384615376,0.57,0.49,0.36,0.00,0.01,0.18,0.19,0.01,0.09,0.11,0.04,0.36,0.15,0.25,41,0.41,2,1
23,23,108,19,770,490,44,40,11,62,0,32,20,22,0,0,9,32,7,19,0.191304347826087,0.82051282051282,0.808678500986192,-0.585885486018642,-0.603015075376885,-1.15384615384616,0.44,0.50,0.11,0.62,0.00,0.32,0.20,0.22,0.00,0.00,0.09,0.32,0.07,0.19,18,0.18,1,0
27,19,102,39,760,478,62,50,39,46,33,7,0,65,19,6,53,34,6,37,0.886956521739131,-0.205128205128205,-0.37475345167653,2.07723035952064,-0.100502512562812,0.384615384615376,0.62,0.63,0.39,0.46,0.33,0.07,0.00,0.65,0.19,0.06,0.53,0.34,0.06,0.37,42,0.42,2,1
10,20,98,14,760,484,34,23,1,23,15,20,8,0,0,47,16,6,36,26,-2.0695652173913,0.0512820512820511,-1.16370808678501,-1.25166444740346,-0.100502512562812,-0.384615384615388,0.34,0.29,0.01,0.23,0.15,0.20,0.08,0.00,0.00,0.47,0.16,0.06,0.36,0.26,12,0.12,0,0
26,20,111,25,742,462,47,52,29,0,0,12,48,20,0,21,41,51,16,31,0.71304347826087,0.0512820512820511,1.40039447731755,0.213049267643143,0.804020100502513,2.43589743589743,0.47,0.65,0.29,0.00,0.00,0.12,0.48,0.20,0.00,0.21,0.41,0.51,0.16,0.31,29,0.29,1,0
15,14,101,18,820,487,34,21,12,0,41,0,0,8,2,40,14,0,3,0,-1.2,-1.48717948717949,-0.57199211045365,-0.719041278295606,-3.11557788944723,-0.769230769230776,0.34,0.26,0.12,0.00,0.41,0.00,0.00,0.08,0.02,0.40,0.14,0.00,0.03,0.00,11,0.11,0,0
31,28,111,22,728,483,52,54,20,39,4,42,20,18,28,0,0,10,44,6,1.58260869565217,2.1025641025641,1.40039447731755,-0.186418109187749,1.50753768844221,-0.256410256410262,0.52,0.68,0.20,0.39,0.04,0.42,0.20,0.18,0.28,0.00,0.00,0.10,0.44,0.06,40,0.40,2,1
15,16,104,17,760,478,26,26,3,0,0,0,0,1,0,33,5,5,0,19,-1.2,-0.974358974358975,0.0197238658777109,-0.85219707057257,-0.100502512562812,0.384615384615376,0.26,0.33,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.33,0.05,0.05,0.00,0.19,7,0.07,0,0
18,22,105,23,754,480,42,42,9,42,11,33,43,26,12,42,47,7,43,2,-0.678260869565217,0.564102564102564,0.216962524654831,-0.0532623169107854,0.201005025125628,0.128205128205125,0.42,0.53,0.09,0.42,0.11,0.33,0.43,0.26,0.12,0.42,0.47,0.07,0.43,0.02,19,0.19,1,0
25,17,105,11,757,476,43,33,0,22,0,6,36,4,0,31,12,0,13,0,0.539130434782609,-0.717948717948718,0.216962524654831,-1.65113182423435,0.050251256281406,0.641025641025639,0.43,0.41,0.00,0.22,0.00,0.06,0.36,0.04,0.00,0.31,0.12,0.00,0.13,0.00,13,0.13,0,0
27,21,107,22,786,480,26,39,34,39,5,36,12,16,0,32,21,0,35,0,0.886956521739131,0.307692307692308,0.611439842209072,-0.186418109187749,-1.4070351758794,0.128205128205125,0.26,0.49,0.34,0.39,0.05,0.36,0.12,0.16,0.00,0.32,0.21,0.00,0.35,0.00,16,0.16,1,0
26,14,97,28,771,484,31,32,29,0,48,0,0,9,40,16,26,18,28,0,0.71304347826087,-1.48717948717949,-1.36094674556213,0.612516644474035,-0.653266331658291,-0.384615384615388,0.31,0.40,0.29,0.00,0.48,0.00,0.00,0.09,0.40,0.16,0.26,0.18,0.28,0.00,14,0.14,0,0
35,28,112,39,760,467,23,55,62,57,10,54,19,33,26,8,52,51,36,41,2.27826086956522,2.1025641025641,1.59763313609467,2.07723035952064,-0.100502512562812,1.79487179487179,0.23,0.69,0.62,0.57,0.10,0.54,0.19,0.33,0.26,0.08,0.52,0.51,0.36,0.41,53,0.53,3,1
27,23,107,27,760,469,31,44,22,0,32,53,17,8,18,17,34,4,35,0,0.886956521739131,0.82051282051282,0.611439842209072,0.479360852197071,-0.100502512562812,1.53846153846153,0.31,0.55,0.22,0.00,0.32,0.53,0.17,0.08,0.18,0.17,0.34,0.04,0.35,0.00,19,0.19,1,0
15,20,93,11,798,478,49,26,0,11,0,35,15,0,28,4,0,33,7,14,-1.2,0.0512820512820511,-2.14990138067061,-1.65113182423435,-2.01005025125628,0.384615384615376,0.49,0.33,0.00,0.11,0.00,0.35,0.15,0.00,0.28,0.04,0.00,0.33,0.07,0.14,13,0.13,0,0
12,15,107,19,760,482,46,33,21,0,0,0,25,0,0,0,2,17,55,0,-1.72173913043478,-1.23076923076923,0.611439842209072,-0.585885486018642,-0.100502512562812,-0.128205128205137,0.46,0.41,0.21,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.02,0.17,0.55,0.00,13,0.13,0,0
20,21,105,34,737,484,49,43,0,2,25,24,15,0,16,0,9,0,9,0,-0.330434782608695,0.307692307692308,0.216962524654831,1.41145139813582,1.05527638190955,-0.384615384615388,0.49,0.54,0.00,0.02,0.25,0.24,0.15,0.00,0.16,0.00,0.09,0.00,0.09,0.00,13,0.13,0,0
24,17,109,25,722,481,32,44,37,14,14,11,48,22,28,44,19,21,0,0,0.365217391304348,-0.717948717948718,1.00591715976331,0.213049267643143,1.80904522613065,0,0.32,0.55,0.37,0.14,0.14,0.11,0.48,0.22,0.28,0.44,0.19,0.21,0.00,0.00,15,0.15,0,0
22,16,90,13,804,489,46,23,0,4,44,6,0,9,15,9,0,13,1,19,0.0173913043478263,-0.974358974358975,-2.74161735700197,-1.38482023968043,-2.31155778894472,-1.02564102564103,0.46,0.29,0.00,0.04,0.44,0.06,0.00,0.09,0.15,0.09,0.00,0.13,0.01,0.19,10,0.10,0,0
22,15,99,23,775,483,25,27,11,12,11,0,10,12,24,31,26,2,0,20,0.0173913043478263,-1.23076923076923,-0.966469428007891,-0.0532623169107854,-0.854271356783919,-0.256410256410262,0.25,0.34,0.11,0.12,0.11,0.00,0.10,0.12,0.24,0.31,0.26,0.02,0.00,0.20,10,0.10,0,0
13,20,96,23,753,483,21,23,6,0,45,25,0,0,0,18,29,20,6,2,-1.54782608695652,0.0512820512820511,-1.55818540433925,-0.0532623169107854,0.251256281407034,-0.256410256410262,0.21,0.29,0.06,0.00,0.45,0.25,0.00,0.00,0.00,0.18,0.29,0.20,0.06,0.02,9,0.09,0,0
18,18,102,17,792,480,45,32,15,0,43,17,5,0,0,37,27,33,12,36,-0.678260869565217,-0.461538461538462,-0.37475345167653,-0.85219707057257,-1.70854271356784,0.128205128205125,0.45,0.40,0.15,0.00,0.43,0.17,0.05,0.00,0.00,0.37,0.27,0.33,0.12,0.36,11,0.11,0,0
20,20,107,24,760,490,24,38,35,13,22,39,33,0,35,39,0,0,0,25,-0.330434782608695,0.0512820512820511,0.611439842209072,0.0798934753661786,-0.100502512562812,-1.15384615384616,0.24,0.48,0.35,0.13,0.22,0.39,0.33,0.00,0.35,0.39,0.00,0.00,0.00,0.25,17,0.17,1,0
27,15,103,23,760,474,42,37,4,55,11,0,19,15,16,16,8,39,0,0,0.886956521739131,-1.23076923076923,-0.177514792899409,-0.0532623169107854,-0.100502512562812,0.89743589743589,0.42,0.46,0.04,0.55,0.11,0.00,0.19,0.15,0.16,0.16,0.08,0.39,0.00,0.00,15,0.15,0,0
19,23,96,22,752,474,25,29,4,8,0,37,0,0,11,17,18,4,0,20,-0.504347826086956,0.82051282051282,-1.55818540433925,-0.186418109187749,0.301507537688445,0.89743589743589,0.25,0.36,0.04,0.08,0.00,0.37,0.00,0.00,0.11,0.17,0.18,0.04,0.00,0.20,11,0.11,0,0
20,29,115,36,735,469,47,62,42,58,64,64,54,53,43,47,64,33,31,22,-0.330434782608695,2.35897435897436,2.18934911242603,1.67776298268975,1.15577889447236,1.53846153846153,0.47,0.78,0.42,0.58,0.64,0.64,0.54,0.53,0.43,0.47,0.64,0.33,0.31,0.22,67,0.67,3,1
22,23,102,21,763,485,47,40,31,4,0,40,12,47,41,34,0,31,62,0,0.0173913043478263,0.82051282051282,-0.37475345167653,-0.319573901464714,-0.251256281407034,-0.512820512820513,0.47,0.50,0.31,0.04,0.00,0.40,0.12,0.47,0.41,0.34,0.00,0.31,0.62,0.00,26,0.26,1,0
20,14,95,25,760,482,50,31,1,18,39,0,1,0,27,3,16,0,32,7,-0.330434782608695,-1.48717948717949,-1.75542406311637,0.213049267643143,-0.100502512562812,-0.128205128205137,0.50,0.39,0.01,0.18,0.39,0.00,0.01,0.00,0.27,0.03,0.16,0.00,0.32,0.07,12,0.12,0,0
15,14,106,24,750,478,22,32,27,3,7,0,25,0,30,28,24,0,0,20,-1.2,-1.48717948717949,0.414201183431952,0.0798934753661786,0.402010050251257,0.384615384615376,0.22,0.40,0.27,0.03,0.07,0.00,0.25,0.00,0.30,0.28,0.24,0.00,0.00,0.20,12,0.12,0,0
16,25,99,25,760,471,22,33,12,10,0,52,1,0,40,13,0,22,35,3,-1.02608695652174,1.33333333333333,-0.966469428007891,0.213049267643143,-0.100502512562812,1.28205128205128,0.22,0.41,0.12,0.10,0.00,0.52,0.01,0.00,0.40,0.13,0.00,0.22,0.35,0.03,14,0.14,0,0
32,33,111,25,751,470,50,60,43,54,55,64,37,33,16,38,36,44,64,52,1.75652173913044,3.38461538461538,1.40039447731755,0.213049267643143,0.351758793969851,1.4102564102564,0.50,0.75,0.43,0.54,0.55,0.64,0.37,0.33,0.16,0.38,0.36,0.44,0.64,0.52,62,0.62,3,1
20,24,108,24,717,478,21,40,4,18,15,25,64,2,0,21,25,58,35,0,-0.330434782608695,1.07692307692308,0.808678500986192,0.0798934753661786,2.06030150753769,0.384615384615376,0.21,0.50,0.04,0.18,0.15,0.25,0.64,0.02,0.00,0.21,0.25,0.58,0.35,0.00,16,0.16,1,0
25,21,106,21,760,487,44,42,15,49,12,39,22,21,18,7,1,21,0,19,0.539130434782609,0.307692307692308,0.414201183431952,-0.319573901464714,-0.100502512562812,-0.769230769230776,0.44,0.53,0.15,0.49,0.12,0.39,0.22,0.21,0.18,0.07,0.01,0.21,0.00,0.19,22,0.22,1,0
29,20,105,21,776,488,54,44,0,55,10,13,35,58,46,54,4,0,28,32,1.23478260869565,0.0512820512820511,0.216962524654831,-0.319573901464714,-0.904522613065325,-0.897435897435901,0.54,0.55,0.00,0.55,0.10,0.13,0.35,0.58,0.46,0.54,0.04,0.00,0.28,0.32,16,0.16,1,0
21,14,98,22,760,487,38,31,10,37,37,0,0,20,10,23,28,8,32,63,-0.156521739130435,-1.48717948717949,-1.16370808678501,-0.186418109187749,-0.100502512562812,-0.769230769230776,0.38,0.39,0.10,0.37,0.37,0.00,0.00,0.20,0.10,0.23,0.28,0.08,0.32,0.63,13,0.13,0,0
26,24,106,33,724,482,40,44,3,8,28,21,0,1,8,0,0,9,14,1,0.71304347826087,1.07692307692308,0.414201183431952,1.27829560585886,1.70854271356784,-0.128205128205137,0.40,0.55,0.03,0.08,0.28,0.21,0.00,0.01,0.08,0.00,0.00,0.09,0.14,0.01,16,0.16,1,0
17,16,106,16,806,491,50,32,13,17,0,8,0,20,0,0,17,16,13,25,-0.852173913043478,-0.974358974358975,0.414201183431952,-0.985352862849534,-2.41206030150754,-1.28205128205129,0.50,0.40,0.13,0.17,0.00,0.08,0.00,0.20,0.00,0.00,0.17,0.16,0.13,0.25,13,0.13,0,0
22,14,110,25,744,489,22,38,48,22,34,0,42,8,30,3,49,20,0,17,0.0173913043478263,-1.48717948717949,1.20315581854043,0.213049267643143,0.703517587939697,-1.02564102564103,0.22,0.48,0.48,0.22,0.34,0.00,0.42,0.08,0.30,0.03,0.49,0.20,0.00,0.17,8,0.08,0,0
29,22,110,43,759,468,24,53,64,3,20,34,34,46,53,47,64,51,52,38,1.23478260869565,0.564102564102564,1.20315581854043,2.6098535286285,-0.050251256281406,1.66666666666667,0.24,0.66,0.64,0.03,0.20,0.34,0.34,0.46,0.53,0.47,0.64,0.51,0.52,0.38,56,0.56,3,1
17,16,107,34,762,475,39,40,49,38,45,0,3,0,1,12,64,0,0,15,-0.852173913043478,-0.974358974358975,0.611439842209072,1.41145139813582,-0.201005025125628,0.769230769230764,0.39,0.50,0.49,0.38,0.45,0.00,0.03,0.00,0.01,0.12,0.64,0.00,0.00,0.15,15,0.15,0,0
20,15,112,16,748,484,14,33,21,26,0,0,27,0,28,16,0,41,54,17,-0.330434782608695,-1.23076923076923,1.59763313609467,-0.985352862849534,0.502512562814069,-0.384615384615388,0.14,0.41,0.21,0.26,0.00,0.00,0.27,0.00,0.28,0.16,0.00,0.41,0.54,0.17,10,0.10,0,0
24,14,109,24,753,481,57,45,41,44,0,0,27,0,21,23,40,32,34,0,0.365217391304348,-1.48717948717949,1.00591715976331,0.0798934753661786,0.251256281407034,0,0.57,0.56,0.41,0.44,0.00,0.00,0.27,0.00,0.21,0.23,0.40,0.32,0.34,0.00,20,0.20,1,0
25,16,95,22,760,493,40,33,11,13,52,10,0,37,17,36,60,17,64,41,0.539130434782609,-0.974358974358975,-1.75542406311637,-0.186418109187749,-0.100502512562812,-1.53846153846154,0.40,0.41,0.11,0.13,0.52,0.10,0.00,0.37,0.17,0.36,0.60,0.17,0.64,0.41,16,0.16,1,0
35,27,107,36,736,472,19,52,31,52,14,56,34,56,36,26,35,44,52,54,2.27826086956522,1.84615384615385,0.611439842209072,1.67776298268975,1.10552763819095,1.15384615384615,0.19,0.65,0.31,0.52,0.14,0.56,0.34,0.56,0.36,0.26,0.35,0.44,0.52,0.54,55,0.55,3,1
26,17,106,25,768,479,16,33,0,0,17,2,0,27,3,0,0,29,0,0,0.71304347826087,-0.717948717948718,0.414201183431952,0.213049267643143,-0.502512562814069,0.256410256410251,0.16,0.41,0.00,0.00,0.17,0.02,0.00,0.27,0.03,0.00,0.00,0.29,0.00,0.00,12,0.12,0,0
20,20,104,19,760,488,20,32,3,14,6,24,56,20,1,10,42,0,0,56,-0.330434782608695,0.0512820512820511,0.0197238658777109,-0.585885486018642,-0.100502512562812,-0.897435897435901,0.20,0.40,0.03,0.14,0.06,0.24,0.56,0.20,0.01,0.10,0.42,0.00,0.00,0.56,15,0.15,0,0
19,22,99,34,765,482,72,47,22,15,25,21,0,16,18,56,56,56,0,17,-0.504347826086956,0.564102564102564,-0.966469428007891,1.41145139813582,-0.351758793969851,-0.128205128205137,0.72,0.59,0.22,0.15,0.25,0.21,0.00,0.16,0.18,0.56,0.56,0.56,0.00,0.17,25,0.25,1,0
20,14,101,20,749,485,42,31,5,0,30,0,1,0,7,10,0,0,0,0,-0.330434782608695,-1.48717948717949,-0.57199211045365,-0.452729693741678,0.452261306532663,-0.512820512820513,0.42,0.39,0.05,0.00,0.30,0.00,0.01,0.00,0.07,0.10,0.00,0.00,0.00,0.00,10,0.10,0,0
20,14,111,12,760,487,31,33,53,8,0,0,30,13,0,0,13,15,30,24,-0.330434782608695,-1.48717948717949,1.40039447731755,-1.51797603195739,-0.100502512562812,-0.769230769230776,0.31,0.41,0.53,0.08,0.00,0.00,0.30,0.13,0.00,0.00,0.13,0.15,0.30,0.24,13,0.13,0,0
27,18,105,22,810,478,39,39,30,21,24,5,13,45,20,0,25,54,0,30,0.886956521739131,-0.461538461538462,0.216962524654831,-0.186418109187749,-2.61306532663316,0.384615384615376,0.39,0.49,0.30,0.21,0.24,0.05,0.13,0.45,0.20,0.00,0.25,0.54,0.00,0.30,19,0.19,1,0
15,20,97,13,754,482,17,22,11,0,20,29,0,4,25,33,0,0,42,9,-1.2,0.0512820512820511,-1.36094674556213,-1.38482023968043,0.201005025125628,-0.128205128205137,0.17,0.28,0.11,0.00,0.20,0.29,0.00,0.04,0.25,0.33,0.00,0.00,0.42,0.09,12,0.12,0,0
20,20,108,24,760,488,42,44,0,43,27,48,56,56,44,23,35,56,34,56,-0.330434782608695,0.0512820512820511,0.808678500986192,0.0798934753661786,-0.100502512562812,-0.897435897435901,0.42,0.55,0.00,0.43,0.27,0.48,0.56,0.56,0.44,0.23,0.35,0.56,0.34,0.56,29,0.29,1,0
13,23,104,22,760,486,29,32,0,8,3,44,37,0,2,41,15,25,15,4,-1.54782608695652,0.82051282051282,0.0197238658777109,-0.186418109187749,-0.100502512562812,-0.64102564102565,0.29,0.40,0.00,0.08,0.03,0.44,0.37,0.00,0.02,0.41,0.15,0.25,0.15,0.04,17,0.17,1,0
24,14,102,26,753,478,36,36,9,56,3,0,48,12,37,35,0,0,27,0,0.365217391304348,-1.48717948717949,-0.37475345167653,0.346205059920107,0.251256281407034,0.384615384615376,0.36,0.45,0.09,0.56,0.03,0.00,0.48,0.12,0.37,0.35,0.00,0.00,0.27,0.00,16,0.16,1,0
26,18,107,8,751,478,25,33,0,15,8,0,42,19,0,15,0,40,12,30,0.71304347826087,-0.461538461538462,0.611439842209072,-2.05059920106525,0.351758793969851,0.384615384615376,0.25,0.41,0.00,0.15,0.08,0.00,0.42,0.19,0.00,0.15,0.00,0.40,0.12,0.30,16,0.16,1,0
23,18,97,23,798,485,19,27,8,37,11,10,0,26,9,32,42,13,32,0,0.191304347826087,-0.461538461538462,-1.36094674556213,-0.0532623169107854,-2.01005025125628,-0.512820512820513,0.19,0.34,0.08,0.37,0.11,0.10,0.00,0.26,0.09,0.32,0.42,0.13,0.32,0.00,12,0.12,0,0
19,15,114,39,774,479,30,48,37,0,2,0,45,37,53,6,42,34,0,56,-0.504347826086956,-1.23076923076923,1.99211045364891,2.07723035952064,-0.804020100502513,0.256410256410251,0.30,0.60,0.37,0.00,0.02,0.00,0.45,0.37,0.53,0.06,0.42,0.34,0.00,0.56,35,0.35,2,0
14,14,102,17,778,484,30,23,0,28,0,0,32,0,14,0,2,0,33,0,-1.37391304347826,-1.48717948717949,-0.37475345167653,-0.85219707057257,-1.00502512562814,-0.384615384615388,0.30,0.29,0.00,0.28,0.00,0.00,0.32,0.00,0.14,0.00,0.02,0.00,0.33,0.00,8,0.08,0,0
23,18,98,22,772,490,32,29,0,0,0,7,0,13,43,51,3,0,3,0,0.191304347826087,-0.461538461538462,-1.16370808678501,-0.186418109187749,-0.703517587939697,-1.15384615384616,0.32,0.36,0.00,0.00,0.00,0.07,0.00,0.13,0.43,0.51,0.03,0.00,0.03,0.00,12,0.12,0,0
13,17,105,15,756,482,44,32,11,13,0,4,28,12,0,14,0,56,54,25,-1.54782608695652,-0.717948717948718,0.216962524654831,-1.1185086551265,0.100502512562816,-0.128205128205137,0.44,0.40,0.11,0.13,0.00,0.04,0.28,0.12,0.00,0.14,0.00,0.56,0.54,0.25,16,0.16,1,0
19,22,103,21,751,477,53,40,7,0,39,38,8,0,0,3,3,0,33,22,-0.504347826086956,0.564102564102564,-0.177514792899409,-0.319573901464714,0.351758793969851,0.512820512820513,0.53,0.50,0.07,0.00,0.39,0.38,0.08,0.00,0.00,0.03,0.03,0.00,0.33,0.22,18,0.18,1,0
18,20,105,28,751,478,20,38,56,29,11,23,23,0,37,56,29,10,10,12,-0.678260869565217,0.0512820512820511,0.216962524654831,0.612516644474035,0.351758793969851,0.384615384615376,0.20,0.48,0.56,0.29,0.11,0.23,0.23,0.00,0.37,0.56,0.29,0.10,0.10,0.12,12,0.12,0,0
28,18,109,18,747,479,39,43,50,18,0,0,51,56,4,56,8,56,9,0,1.06086956521739,-0.461538461538462,1.00591715976331,-0.719041278295606,0.552763819095479,0.256410256410251,0.39,0.54,0.50,0.18,0.00,0.00,0.51,0.56,0.04,0.56,0.08,0.56,0.09,0.00,13,0.13,0,0
28,20,103,28,760,495,43,40,0,3,56,26,8,23,30,0,56,33,41,4,1.06086956521739,0.0512820512820511,-0.177514792899409,0.612516644474035,-0.100502512562812,-1.7948717948718,0.43,0.50,0.00,0.03,0.56,0.26,0.08,0.23,0.30,0.00,0.56,0.33,0.41,0.04,19,0.19,1,0
23,24,96,23,753,478,44,38,19,30,17,43,0,7,4,15,56,56,22,40,0.191304347826087,1.07692307692308,-1.55818540433925,-0.0532623169107854,0.251256281407034,0.384615384615376,0.44,0.48,0.19,0.30,0.17,0.43,0.00,0.07,0.04,0.15,0.56,0.56,0.22,0.40,17,0.17,1,0
20,20,104,27,760,478,34,40,48,0,0,18,17,39,49,18,45,20,0,47,-0.330434782608695,0.0512820512820511,0.0197238658777109,0.479360852197071,-0.100502512562812,0.384615384615376,0.34,0.50,0.48,0.00,0.00,0.18,0.17,0.39,0.49,0.18,0.45,0.20,0.00,0.47,16,0.16,1,0
29,19,107,16,745,489,28,36,1,56,0,20,56,31,0,0,0,0,5,10,1.23478260869565,-0.205128205128205,0.611439842209072,-0.985352862849534,0.653266331658291,-1.02564102564103,0.28,0.45,0.01,0.56,0.00,0.20,0.56,0.31,0.00,0.00,0.00,0.00,0.05,0.10,14,0.14,0,0
22,14,102,28,778,474,32,33,1,12,34,0,56,14,11,0,22,56,0,27,0.0173913043478263,-1.48717948717949,-0.37475345167653,0.612516644474035,-1.00502512562814,0.89743589743589,0.32,0.41,0.01,0.12,0.34,0.00,0.56,0.14,0.11,0.00,0.22,0.56,0.00,0.27,16,0.16,1,0
20,14,102,24,760,495,37,32,8,26,39,0,56,0,6,26,24,50,56,0,-0.330434782608695,-1.48717948717949,-0.37475345167653,0.0798934753661786,-0.100502512562812,-1.7948717948718,0.37,0.40,0.08,0.26,0.39,0.00,0.56,0.00,0.06,0.26,0.24,0.50,0.56,0.00,14,0.14,0,0
16,20,103,16,756,486,46,34,54,0,0,20,50,40,12,39,0,14,0,13,-1.02608695652174,0.0512820512820511,-0.177514792899409,-0.985352862849534,0.100502512562816,-0.64102564102565,0.46,0.43,0.54,0.00,0.00,0.20,0.50,0.40,0.12,0.39,0.00,0.14,0.00,0.13,17,0.17,1,0
26,18,104,25,758,486,17,33,0,0,0,7,0,0,6,45,29,0,11,0,0.71304347826087,-0.461538461538462,0.0197238658777109,0.213049267643143,0,-0.64102564102565,0.17,0.41,0.00,0.00,0.00,0.07,0.00,0.00,0.06,0.45,0.29,0.00,0.11,0.00,11,0.11,0,0
32,23,99,26,757,478,45,43,0,56,13,23,7,23,19,0,42,56,12,0,1.75652173913044,0.82051282051282,-0.966469428007891,0.346205059920107,0.050251256281406,0.384615384615376,0.45,0.54,0.00,0.56,0.13,0.23,0.07,0.23,0.19,0.00,0.42,0.56,0.12,0.00,16,0.16,1,0
20,20,97,22,759,469,30,33,19,19,56,30,0,0,31,56,5,10,45,0,-0.330434782608695,0.0512820512820511,-1.36094674556213,-0.186418109187749,-0.050251256281406,1.53846153846153,0.30,0.41,0.19,0.19,0.56,0.30,0.00,0.00,0.31,0.56,0.05,0.10,0.45,0.00,16,0.16,1,0
22,22,91,21,772,478,28,28,0,22,39,32,0,22,12,0,0,24,45,11,0.0173913043478263,0.564102564102564,-2.54437869822485,-0.319573901464714,-0.703517587939697,0.384615384615376,0.28,0.35,0.00,0.22,0.39,0.32,0.00,0.22,0.12,0.00,0.00,0.24,0.45,0.11,14,0.14,0,0
17,18,109,28,771,472,42,44,5,6,56,12,21,22,39,15,21,0,31,38,-0.852173913043478,-0.461538461538462,1.00591715976331,0.612516644474035,-0.653266331658291,1.15384615384615,0.42,0.55,0.05,0.06,0.56,0.12,0.21,0.22,0.39,0.15,0.21,0.00,0.31,0.38,43,0.43,2,1
21,20,98,32,753,478,26,33,0,0,56,10,14,0,44,42,12,56,56,4,-0.156521739130435,0.0512820512820511,-1.16370808678501,1.14513981358189,0.251256281407034,0.384615384615376,0.26,0.41,0.00,0.00,0.56,0.10,0.14,0.00,0.44,0.42,0.12,0.56,0.56,0.04,14,0.14,0,0
22,14,105,11,760,478,52,33,25,0,53,0,14,0,8,0,0,0,0,0,0.0173913043478263,-1.48717948717949,0.216962524654831,-1.65113182423435,-0.100502512562812,0.384615384615376,0.52,0.41,0.25,0.00,0.53,0.00,0.14,0.00,0.08,0.00,0.00,0.00,0.00,0.00,14,0.14,0,0
36,18,107,25,758,471,62,53,53,56,5,6,56,40,0,38,38,16,8,0,2.45217391304348,-0.461538461538462,0.611439842209072,0.213049267643143,0,1.28205128205128,0.62,0.66,0.53,0.56,0.05,0.06,0.56,0.40,0.00,0.38,0.38,0.16,0.08,0.00,29,0.29,1,0
24,14,99,23,760,485,24,27,4,0,17,0,0,0,14,33,20,10,0,40,0.365217391304348,-1.48717948717949,-0.966469428007891,-0.0532623169107854,-0.100502512562812,-0.512820512820513,0.24,0.34,0.04,0.00,0.17,0.00,0.00,0.00,0.14,0.33,0.20,0.10,0.00,0.40,9,0.09,0,0
30,24,109,25,752,478,32,50,56,13,56,30,39,56,0,56,56,49,16,56,1.40869565217391,1.07692307692308,1.00591715976331,0.213049267643143,0.301507537688445,0.384615384615376,0.32,0.63,0.56,0.13,0.56,0.30,0.39,0.56,0.00,0.56,0.56,0.49,0.16,0.56,45,0.45,2,1
20,15,105,18,747,486,26,29,15,0,0,0,35,0,0,0,23,19,14,21,-0.330434782608695,-1.23076923076923,0.216962524654831,-0.719041278295606,0.552763819095479,-0.64102564102565,0.26,0.36,0.15,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.23,0.19,0.14,0.21,10,0.10,0,0
30,18,105,26,748,483,38,42,14,0,0,0,56,11,28,0,56,15,0,56,1.40869565217391,-0.461538461538462,0.216962524654831,0.346205059920107,0.502512562814069,-0.256410256410262,0.38,0.53,0.14,0.00,0.00,0.00,0.56,0.11,0.28,0.00,0.56,0.15,0.00,0.56,12,0.12,0,0
11,15,100,25,760,478,35,26,0,0,2,0,0,0,0,0,55,0,0,0,-1.89565217391304,-1.23076923076923,-0.76923076923077,0.213049267643143,-0.100502512562812,0.384615384615376,0.35,0.33,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,9,0.09,0,0
17,26,109,30,766,488,54,49,0,7,20,54,43,25,47,47,0,18,52,27,-0.852173913043478,1.58974358974359,1.00591715976331,0.878828229027963,-0.402010050251257,-0.897435897435901,0.54,0.61,0.00,0.07,0.20,0.54,0.43,0.25,0.47,0.47,0.00,0.18,0.52,0.27,25,0.25,1,0
23,15,92,29,750,480,34,32,0,35,33,0,0,0,56,46,0,19,5,1,0.191304347826087,-1.23076923076923,-2.34714003944773,0.745672436750999,0.402010050251257,0.128205128205125,0.34,0.40,0.00,0.35,0.33,0.00,0.00,0.00,0.56,0.46,0.00,0.19,0.05,0.01,8,0.08,0,0
26,20,117,34,749,478,53,60,56,41,44,12,56,19,0,56,0,0,56,38,0.71304347826087,0.0512820512820511,2.58382642998027,1.41145139813582,0.452261306532663,0.384615384615376,0.53,0.75,0.56,0.41,0.44,0.12,0.56,0.19,0.00,0.56,0.00,0.00,0.56,0.38,64,0.64,3,1
24,14,101,19,760,488,51,33,0,30,9,0,37,36,11,50,0,0,0,0,0.365217391304348,-1.48717948717949,-0.57199211045365,-0.585885486018642,-0.100502512562812,-0.897435897435901,0.51,0.41,0.00,0.30,0.09,0.00,0.37,0.36,0.11,0.50,0.00,0.00,0.00,0.00,11,0.11,0,0
